,study,subj,run,state,instruction,cot,errors,ipt,ed,pd,pd_ed,streets,turns,sum_deviation,sum_target_deviation,segment_pdist,segment_edist,pdist_to_dest,edist_to_dest,turn,start,goal,rt,rt_mode,rt_log,cot_log,ipt_log,cot_total,cot_log_total,state_ix,H,degree,H_total,N_dis_avg,N_dis_start,N_dis_sym_start,N_dis_goal,N_dis_sym_goal,TH_dis,rt_z,rt_log_z,cot_z,cot_log_z,ipt_z,ipt_log_z,cot_log_total_z,ed_z,pd_z,pd_ed_z,segment_pdist_z,segment_edist_z,pdist_to_dest_z,edist_to_dest_z,degree_z,sum_deviation_z,sum_target_deviation_z,H_z,H_total_z,N_dis_avg_z,N_dis_start_z,N_dis_goal_z,N_dis_sym_start_z,N_dis_sym_goal_z,TH_dis_z,rt_speed,step,steps
619,1,1,6,26651416,Cork street,0.4,0.0,57.3,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,46.909,46.90844198,148.811,108.7573355,1.0,108248,26651416,0.4,cot,-0.916290731874155,-0.916290731874155,4.048300623720694,2.8000000000000003,-3.3467091963780855,39833,0.0,0,2.8903717578961645,0.417011870259228,0.4170118759912404,1.0000549657640385,0.41701187636719445,1.0000355271492143,0.0,-0.5795692141009987,-0.6553348460852889,-0.5795692141009987,-0.6553348460852889,2.1480899051364646,1.6844243893231334,-0.4093164716786473,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49366382755646504,-0.4963317443717236,-1.064193739473831,-1.0651595696103293,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,-0.002431141896978079,-0.06812013713233334,0.0016771981860173053,0.06491783531973055,0.03937191433798772,-1.2722596338122318,fast,4,5
620,1,1,6,25257045,Clifford street,0.5,0.0,57.3,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,94.652,94.65153153,54.159,54.15896312,0.0,108248,26651416,0.5,cot,-0.6931471805599453,-0.6931471805599453,4.048300623720694,2.8000000000000003,-3.3467091963780855,1964,0.0,0,2.8903717578961645,0.41701187846740945,0.4170118760736844,0.999985820168507,0.4170188859882225,1.0,0.0,-0.5072873393264977,-0.4261030827611745,-0.5072873393264977,-0.4261030827611745,2.1480899051364646,1.6844243893231334,-0.4093164716786473,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.4558447920967333,-0.4503124635479504,-1.0936503966467868,-1.0888297692267053,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.04097948663155707,-0.06811830683860368,0.027701351820578226,0.06038735060477795,0.03704575615701439,-1.2722596338122318,fast,5,5
621,1,4,6,108267,Albemarle street,,4.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,0.0,0.0,596.749,270.5873042,0.0,108248,26651416,13.5,ipt,2.6026896854443837,,2.6026896854443837,4.3999999999999995,-5.278514739251857,1777,0.6931471805599453,0,2.8903717578961645,0.41701187562480907,0.41701077941831577,1.0,0.4170118760736844,0.999985820168507,0.289050605849351,3.337642644089198,1.8360928163491335,,,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.5308222200827108,-0.5415465133535792,-0.9247909154369431,-0.9950009275837762,,-1.3444781860155255,-1.314834878592043,-0.031431968309649005,-0.9124395645018959,0.025945819367054365,-0.09246454841309863,0.0016761084907836472,0.06131642655452976,0.03611732447133965,-0.03143191882745735,slow,6,6
622,1,4,6,108248,grafton street,0.3,0.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,195.872,195.8716287,400.877,157.6177312,,108248,26651416,0.3,cot,-1.2039728043259361,-1.2039728043259361,2.6026896854443837,4.3999999999999995,-5.278514739251857,1966,1.0986122886681096,0,2.8903717578961645,0.4170118701798552,0.41701187599044326,1.0000451740718361,0.41701191419140354,1.00002591706158,0.4581343651000593,-0.6071754362363617,-0.7766358048942416,-0.7722676737530658,-0.7085186707408393,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.375664602975102,-0.35274701228410693,-0.9857482576355361,-1.043976972599841,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,-0.0028509209365972297,-0.06812015482920217,0.001817625610657654,0.06427627440011673,0.038742688957824234,0.6944057386152633,fast,1,6
623,1,4,6,2910874877,new bond street,0.1,0.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,160.534,126.8408359,240.343,171.8245408,1.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.6026896854443837,4.3999999999999995,-5.278514739251857,1968,0.0,0,2.8903717578961645,0.417011899114639,0.41701187628106773,0.9997863725158572,0.4170118750139303,0.9997669313040602,0.0,-0.6669454071503853,-1.5306758013390134,-0.9018313452877965,-1.551186284655017,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.40365716890258874,-0.419285384000164,-1.035708057772916,-1.0378178509175429,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.1501765377803114,-0.06811370283550336,0.0016721740121769003,0.04731935206029626,0.02178546463970301,-1.2722596338122318,fast,2,6
624,1,4,6,25257323,Burlington Gardens,0.5,0.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,44.623,44.62299415,195.72,151.0635662,0.0,108248,26651416,0.5,cot,-0.6931471805599453,-0.6931471805599453,2.6026896854443837,4.3999999999999995,-5.278514739251857,39864,1.0986122886681096,0,2.8903717578961645,0.41701189597273025,0.41701187624950997,0.9987670601785387,0.417011874960605,0.9987476386767725,0.4581343934364288,-0.547405465322338,-0.4260271729851825,-0.6427040022183351,-0.3167005435041888,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49547465458997664,-0.4985346739786714,-1.0495951854937124,-1.0468184198281376,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,0.13355991771397457,-0.06811440343186484,0.0016719760349255858,-0.019466954840194377,-0.04495323903364537,0.6944058602567751,fast,3,6
625,1,4,6,26651416,cork street,3.4,0.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,46.909,46.90844198,148.811,108.7573355,1.0,108248,26651416,3.4,cot,1.2237754316221157,1.2237754316221157,2.6026896854443837,4.3999999999999995,-5.278514739251857,39833,0.0,0,2.8903717578961645,0.417011870259228,0.4170118759912404,1.0000549657640385,0.41701187636719445,1.0000355271492143,0.0,0.31925911293100456,0.8896656647738259,1.2359692350352598,1.1536349154445877,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49366382755646504,-0.4963317443717236,-1.064193739473831,-1.0651595696103293,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,-0.002431141896978079,-0.06812013713233334,0.0016771981860173053,0.06491783531973055,0.03937191433798772,-1.2722596338122318,slow,4,6
626,1,4,6,25257045,Clifford street,0.1,0.0,13.5,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,94.652,94.65153153,54.159,54.15896312,0.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.6026896854443837,4.3999999999999995,-5.278514739251857,1964,0.0,0,2.8903717578961645,0.41701187846740945,0.4170118760736844,0.999985820168507,0.4170188859882225,1.0,0.0,-0.6669454071503853,-1.5306758013390134,-0.9018313452877965,-1.551186284655017,-0.7472464643596622,-0.8329119465891736,-0.4901585444590761,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.4558447920967333,-0.4503124635479504,-1.0936503966467868,-1.0888297692267053,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.04097948663155707,-0.06811830683860368,0.027701351820578226,0.06038735060477795,0.03704575615701439,-1.2722596338122318,fast,5,6
628,1,6,6,108248,grafton street,1.9,1.0,14.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,195.872,195.8716287,400.877,157.6177312,,108248,26651416,1.9,cot,0.6418538861723947,0.6418538861723947,2.667228206581955,3.3000000000000003,-4.9849675473476776,1966,1.0986122886681096,0,2.8903717578961645,0.4170118701798552,0.41701187599044326,1.0000451740718361,0.41701191419140354,1.00002591706158,0.4581343651000593,0.10771899641461317,0.7256073545683915,0.2806946424230637,0.9010167661945366,-0.23392318903046883,0.11753450531472413,-0.6199263174585503,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.375664602975102,-0.35274701228410693,-0.9857482576355361,-1.043976972599841,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,-0.0028509209365972297,-0.06812015482920217,0.001817625610657654,0.06427627440011673,0.038742688957824234,0.6944057386152633,slow,1,5
629,1,6,6,2910874877,new bond street,0.1,0.0,14.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,160.534,126.8408359,240.343,171.8245408,1.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.667228206581955,3.3000000000000003,-4.9849675473476776,1968,0.0,0,2.8903717578961645,0.417011899114639,0.41701187628106773,0.9997863725158572,0.4170118750139303,0.9997669313040602,0.0,-0.686323891441681,-1.48424786001926,-0.6175282133307407,-1.4602766544101593,-0.23392318903046883,0.11753450531472413,-0.6199263174585503,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.40365716890258874,-0.419285384000164,-1.035708057772916,-1.0378178509175429,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.1501765377803114,-0.06811370283550336,0.0016721740121769003,0.04731935206029626,0.02178546463970301,-1.2722596338122318,fast,2,5
630,1,6,6,25257323,burlington gardens,0.2,0.0,14.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,44.623,44.62299415,195.72,151.0635662,0.0,108248,26651416,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.667228206581955,3.3000000000000003,-4.9849675473476776,39864,1.0986122886681096,0,2.8903717578961645,0.41701189597273025,0.41701187624950997,0.9987670601785387,0.417011874960605,0.9987476386767725,0.4581343934364288,-0.642210397671887,-0.9640282452555816,-0.5676269435666405,-0.9044071361258158,-0.23392318903046883,0.11753450531472413,-0.6199263174585503,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49547465458997664,-0.4985346739786714,-1.0495951854937124,-1.0468184198281376,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,0.13355991771397457,-0.06811440343186484,0.0016719760349255858,-0.019466954840194377,-0.04495323903364537,0.6944058602567751,fast,3,5
631,1,6,6,26651416,Cork street,0.9,0.0,14.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,46.909,46.90844198,148.811,108.7573355,1.0,108248,26651416,0.9,cot,-0.10536051565782628,-0.10536051565782628,2.667228206581955,3.3000000000000003,-4.9849675473476776,39833,0.0,0,2.8903717578961645,0.417011870259228,0.4170118759912404,1.0000549657640385,0.41701187636719445,1.0000355271492143,0.0,-0.3334159412833281,0.1648093030608119,-0.21831805521793873,0.3017880291390765,-0.23392318903046883,0.11753450531472413,-0.6199263174585503,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49366382755646504,-0.4963317443717236,-1.064193739473831,-1.0651595696103293,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,-0.002431141896978079,-0.06812013713233334,0.0016771981860173053,0.06491783531973055,0.03937191433798772,-1.2722596338122318,slow,4,5
632,1,6,6,25257045,Clifford street,0.2,0.0,14.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,94.652,94.65153153,54.159,54.15896312,0.0,108248,26651416,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.667228206581955,3.3000000000000003,-4.9849675473476776,1964,0.0,0,2.8903717578961645,0.41701187846740945,0.4170118760736844,0.999985820168507,0.4170188859882225,1.0,0.0,-0.642210397671887,-0.9640282452555816,-0.5676269435666405,-0.9044071361258158,-0.23392318903046883,0.11753450531472413,-0.6199263174585503,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.4558447920967333,-0.4503124635479504,-1.0936503966467868,-1.0888297692267053,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.04097948663155707,-0.06811830683860368,0.027701351820578226,0.06038735060477795,0.03704575615701439,-1.2722596338122318,fast,5,5
633,1,12,6,108267,albemarle st,,4.0,13.7,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,0.0,0.0,596.749,270.5873042,0.0,108248,26651416,13.7,ipt,2.617395832834079,,2.617395832834079,1.2,-4.017383521085972,1777,0.6931471805599453,0,1.791759469228055,0.41701187562480907,0.41701077941831577,1.0,0.4170118760736844,0.999985820168507,0.289050605849351,3.6956646911746702,2.135957902804089,,,0.11869765765635254,0.3535838073342795,0.5012666018900054,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.5308222200827108,-0.5415465133535792,-0.9247909154369431,-0.9950009275837762,,-1.3444781860155255,-1.314834878592043,-0.031431968309649005,-1.173276998938725,0.025945819367054365,-0.09246454841309863,0.0016761084907836472,0.06131642655452976,0.03611732447133965,-0.03143191882745735,slow,6,4
634,1,12,6,108248,grafton street,0.1,2.0,13.7,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,195.872,195.8716287,400.877,157.6177312,,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,2.617395832834079,1.2,-4.017383521085972,1966,1.0986122886681096,0,1.791759469228055,0.4170118701798552,0.41701187599044326,1.0000451740718361,0.41701191419140354,1.00002591706158,0.4581343651000593,-0.5708817455483713,-1.4294544299622545,-0.4990830467760131,-1.3972880263820313,0.11869765765635254,0.3535838073342795,0.5012666018900054,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.375664602975102,-0.35274701228410693,-0.9857482576355361,-1.043976972599841,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-1.173276998938725,-0.0028509209365972297,-0.06812015482920217,0.001817625610657654,0.06427627440011673,0.038742688957824234,0.6944057386152633,fast,1,4
635,1,12,6,2910874877,new bond st,0.9,0.0,13.7,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,160.534,126.8408359,240.343,171.8245408,1.0,108248,26651416,0.9,cot,-0.10536051565782628,-0.10536051565782628,2.617395832834079,1.2,-4.017383521085972,1968,0.0,0,1.791759469228055,0.417011899114639,0.41701187628106773,0.9997863725158572,0.4170118750139303,0.9997669313040602,0.0,-0.31990842574113354,0.16283052479562632,-0.18227887239310628,0.3779465975644673,0.11869765765635254,0.3535838073342795,0.5012666018900054,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.40365716890258874,-0.419285384000164,-1.035708057772916,-1.0378178509175429,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-1.173276998938725,0.1501765377803114,-0.06811370283550336,0.0016721740121769003,0.04731935206029626,0.02178546463970301,-1.2722596338122318,slow,2,4
636,1,12,6,25257045,clifford st,0.2,0.0,13.7,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,186.184,148.0158363,54.159,54.15896312,1.0,108248,26651416,0.2,cot,-1.6094379124341003,-1.6094379124341003,2.617395832834079,1.2,-4.017383521085972,1964,0.0,0,1.791759469228055,0.41701187846740945,0.4170118760736844,0.999985820168507,0.4170188859882225,1.0,0.0,-0.5395100805724666,-0.9271444529017902,-0.45948252497814984,-0.8372638544729897,0.11869765765635254,0.3535838073342795,0.5012666018900054,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.3833388340777533,-0.39887492671648556,-1.0936503966467868,-1.0888297692267053,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-1.173276998938725,0.04097948663155707,-0.06811830683860368,0.027701351820578226,0.06038735060477795,0.03704575615701439,-1.2722596338122318,fast,5,4
639,1,14,6,2910874877,burlington gardens,0.1,0.0,26.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,160.534,126.8408359,240.343,171.8245408,1.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.2733640101522705,3.2,-3.506557897319981,1968,0.0,0,2.8903717578961645,0.417011899114639,0.41701187628106773,0.9997863725158572,0.4170118750139303,0.9997669313040602,0.0,-0.4735523770263939,-0.8192605035403528,-0.5974449477296752,-0.7948915708139047,1.3960556722288209,1.1750053321234302,1.009647840586612,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.40365716890258874,-0.419285384000164,-1.035708057772916,-1.0378178509175429,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.1501765377803114,-0.06811370283550336,0.0016721740121769003,0.04731935206029626,0.02178546463970301,-1.2722596338122318,slow,2,3
640,1,14,6,25257323,cork st,3.0,0.0,26.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,44.623,44.62299415,195.72,151.0635662,0.0,108248,26651416,3.0,cot,1.0986122886681098,1.0986122886681098,3.2733640101522705,3.2,-3.506557897319981,39864,1.0986122886681096,0,2.8903717578961645,0.41701189597273025,0.41701187624950997,0.9987670601785387,0.417011874960605,0.9987476386767725,0.4581343934364288,0.8535881081694243,1.4760632961163067,1.9268588711546466,1.7266864694329846,1.3960556722288209,1.1750053321234302,1.009647840586612,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.49547465458997664,-0.4985346739786714,-1.0495951854937124,-1.0468184198281376,,-1.3444781860155255,-1.314834878592043,0.6944056476634518,-0.9124395645018959,0.13355991771397457,-0.06811440343186484,0.0016719760349255858,-0.019466954840194377,-0.04495323903364537,0.6944058602567751,slow,3,3
641,1,14,6,25257045,clifford street,0.1,0.0,26.4,270.5873042,596.749,2.205384327,5,3,313.59358,341.04114,141.561,141.5580657,54.159,54.15896312,1.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,3.2733640101522705,3.2,-3.506557897319981,1964,0.0,0,2.8903717578961645,0.41701187846740945,0.4170118760736844,0.999985820168507,0.4170188859882225,1.0,0.0,-0.4735523770263939,-0.8192605035403528,-0.5974449477296752,-0.7948915708139047,1.3960556722288209,1.1750053321234302,1.009647840586612,-1.3213614821072925,-1.4324599490796184,0.2655979944248784,-0.4186863995704875,-0.4050995334928375,-1.0936503966467868,-1.0888297692267053,,-1.3444781860155255,-1.314834878592043,-1.2722595685032863,-0.9124395645018959,0.04097948663155707,-0.06811830683860368,0.027701351820578226,0.06038735060477795,0.03704575615701439,-1.2722596338122318,slow,5,3
642,1,20,6,26389847,lowndes st,,0.0,5.2,270.5873042,5380.468,19.88440668,17,49,2709.065811,7353.522943,2249.592,1563.415811,3130.876,1775.555154,,108248,26651416,5.2,ipt,1.6486586255873816,,1.6486586255873816,12.899999999999999,-13.315342727243824,21122,0.6931471805599453,0,8.265650165580329,0.4170118706276023,0.4170118759949402,0.9992238166592438,0.4170118763470435,0.9992043940863957,0.2890506023855512,1.5139083509013713,1.6470678195541297,,,0.30371321030045356,0.4743866860204608,-0.44169243266138164,-1.3213614821072925,-0.357899045881951,11.225201829104256,1.251164660044822,0.9654207132936987,-0.13614503080977103,-0.3425476058425751,,0.6043681044863919,0.9576615941640639,-0.031431968309649005,0.3637830335029119,-0.0004829197107586945,-0.06812005499470745,0.0016771233729761142,0.01046016110093708,-0.015046946063435613,-0.031431933696752574,slow,7,13
643,1,20,6,26389859,halkin st,0.1,0.0,5.2,270.5873042,5380.468,19.88440668,17,49,2709.065811,7353.522943,510.463,331.5168616,2620.413,1462.850451,1.0,108248,26651416,0.1,cot,-2.3025850929940455,-2.3025850929940455,1.6486586255873816,12.899999999999999,-13.315342727243824,21129,0.0,0,8.265650165580329,0.417011875419032,0.4170118760430661,1.000003709732199,0.417011876084941,0.9999842705222969,0.0,-0.5488004938550802,-1.074442789222648,-0.4575514133158168,-1.0091351505079211,0.30371321030045356,0.4743866860204608,-0.44169243266138164,-1.3213614821072925,-0.357899045881951,11.225201829104256,-0.12646517720980735,-0.22199937688665655,-0.2950062655483774,-0.478115433569632,,0.6043681044863919,0.9576615941640639,-1.2722595685032863,0.3637830335029119,0.024857525737627978,-0.06811898657829328,0.0016761502824386447,0.06155949171139023,0.03601586059683716,-1.2722596338122318,fast,8,13
